1037,1001,62921
1136,1001,23948
1246,1001,1603
1358,1001,2395
1003,1002,24735
1003,1002,25478
1003,1002,46027
1003,1002,48440
1008,1002,117918
1008,1002,121792
1008,1002,123317
1008,1002,123825
1008,1002,126750
1008,1002,132777
1008,1002,133796
1008,1002,134401
1008,1002,134578
1008,1002,134751
1008,1002,135676
1008,1002,135813
1008,1002,136255
1008,1002,136305
1008,1002,136675
1008,1002,136728
1008,1002,136769
1008,1002,137247
1008,1002,137778
1008,1002,138698
1008,1002,138831
1008,1002,138914
1008,1002,139970
1008,1002,140650
1008,1002,140663
1008,1002,140710
1008,1002,140972
1008,1002,141836
1008,1002,141851
1008,1002,142070
1008,1002,142732
1008,1002,142882
1008,1002,143217
1008,1002,143650
1008,1002,144146
1008,1002,144860
1008,1002,145871
1008,1002,146042
1008,1002,146550
1008,1002,146931
1008,1002,147076
1008,1002,148210
1008,1002,148402
1008,1002,152780
1008,1002,154946
1008,1002,155518
1008,1002,155587
1008,1002,155603
1008,1002,156282
1008,1002,156902
1008,1002,159118
1008,1002,159681
1008,1002,159682
1008,1002,160884
1008,1002,161640
1008,1002,162490
1008,1002,162766
1008,1002,164188
1008,1002,164291
1008,1002,164301
1008,1002,164377
1008,1002,165054
1008,1002,165458
1008,1002,165552
1008,1002,166888
1008,1002,167836
1008,1002,167871
1008,1002,167933
1008,1002,167963
1008,1002,168120
1008,1002,168279
1008,1002,168507
1008,1002,168831
1008,1002,169181
1008,1002,169359
1008,1002,169636
1008,1002,169702
1008,1002,169956
1008,1002,170259
1008,1002,170303
1008,1002,170995
1008,1002,171203
1008,1002,171776
1008,1002,171985
1008,1002,172119
1008,1002,172880
1008,1002,174400
1008,1002,174417
1008,1002,175223
1008,1002,175580
1008,1002,175819
1008,1002,177821
1008,1002,178533
1008,1002,180190
1008,1002,180219
1008,1002,181748
1008,1002,182854
1008,1002,184657
1008,1002,185060
1008,1002,190107
1008,1002,193402
1008,1002,232105
1008,1002,234995
1008,1002,250050
1008,1002,275219
1023,1002,9932
1023,1002,12179
1023,1002,12398
1023,1002,12607
1023,1002,12787
1023,1002,12795
1023,1002,13168
1023,1002,13708
1023,1002,13837
1023,1002,14026
1023,1002,14271
1023,1002,14328
1023,1002,14347
1023,1002,14444
1023,1002,14505
1023,1002,14550
1023,1002,14977
1023,1002,14996
1023,1002,15085
1023,1002,15124
1023,1002,15361
1023,1002,16016
1023,1002,16019
1034,1002,24790
1034,1002,47284
1034,1002,47368
1034,1002,48611
1034,1002,54265
1034,1002,58884
1034,1002,71994
1034,1002,79837
1034,1002,79916
1034,1002,87776
1034,1002,110934
1034,1002,123473
1034,1002,135310
1037,1002,15898
1037,1002,41683
1060,1002,26870
1060,1002,32098
1060,1002,32273
1060,1002,33785
1060,1002,35512
1060,1002,35527
1060,1002,36072
1060,1002,36085
1060,1002,48812
1060,1002,53317
1060,1002,53844
1060,1002,72319
1060,1002,74600
1060,1002,77154
1060,1002,80179
1060,1002,82377
1060,1002,83781
1060,1002,87679
1060,1002,91228
1060,1002,99518
1060,1002,104588
1068,1002,9703
1068,1002,14542
1068,1002,14683
1068,1002,18386
1068,1002,18600
1068,1002,18786
1068,1002,19565
1068,1002,19780
1068,1002,19898
1068,1002,20149
1068,1002,20935
1068,1002,21570
1068,1002,23008
1068,1002,24123
1068,1002,24306
1068,1002,24345
1068,1002,24447
1068,1002,27907
1068,1002,28678
1068,1002,28725
1068,1002,29080
1068,1002,29119
1068,1002,29148
1068,1002,29216
1068,1002,29386
1068,1002,29483
1068,1002,30790
1068,1002,31916
1068,1002,32052
1068,1002,32426
1068,1002,32982
1068,1002,33704
1068,1002,33826
1068,1002,33905
1068,1002,35370
1068,1002,36547
1068,1002,38321
1068,1002,38476
1068,1002,40272
1068,1002,40322
1068,1002,40591
1068,1002,40678
1068,1002,40939
1068,1002,41225
1068,1002,41237
1068,1002,41461
1068,1002,43489
1068,1002,44558
1068,1002,45003
1068,1002,45022
1068,1002,45597
1068,1002,45793
1068,1002,45804
1068,1002,45842
1068,1002,45868
1068,1002,47008
1068,1002,47320
1068,1002,47474
1068,1002,47686
1068,1002,47808
1068,1002,47813
1068,1002,47884
1068,1002,47967
1068,1002,47996
1068,1002,48053
1068,1002,48127
1068,1002,48215
1068,1002,48398
1068,1002,48445
1068,1002,48554
1068,1002,48555
1068,1002,50047
1068,1002,51757
1068,1002,51980
1068,1002,52258
1068,1002,52747
1068,1002,53111
1068,1002,53622
1068,1002,53947
1068,1002,54023
1068,1002,54124
1068,1002,54175
1068,1002,54392
1068,1002,54693
1068,1002,54943
1068,1002,55643
1068,1002,55734
1068,1002,55935
1068,1002,56055
1068,1002,56402
1068,1002,56453
1068,1002,56557
1068,1002,56760
1068,1002,57448
1068,1002,58028
1068,1002,58348
1068,1002,58546
1068,1002,59448
1068,1002,62124
1068,1002,62686
1068,1002,62701
1068,1002,64111
1068,1002,64316
1068,1002,66424
1068,1002,67218
1068,1002,68320
1068,1002,72316
1068,1002,72327
1068,1002,72911
1068,1002,72913
1068,1002,77178
1068,1002,77465
1068,1002,78253
1068,1002,79039
1068,1002,79129
1068,1002,79298
1068,1002,79367
1068,1002,79459
1068,1002,79476
1068,1002,79568
1068,1002,79712
1068,1002,79897
1068,1002,80142
1068,1002,80152
1068,1002,80213
1068,1002,80238
1068,1002,80461
1068,1002,80757
1068,1002,80782
1068,1002,81031
1068,1002,81167
1068,1002,81326
1068,1002,81597
1068,1002,81896
1068,1002,82141
1068,1002,83269
1068,1002,83515
1068,1002,87017
1068,1002,87547
1068,1002,90228
1068,1002,90675
1068,1002,101023
1068,1002,102345
1068,1002,103112
1068,1002,103392
1068,1002,103627
1068,1002,104458
1068,1002,116558
1068,1002,145956
1068,1002,157369
1068,1002,175848
1072,1002,44337
1101,1002,42698
1101,1002,43601
1101,1002,56408
1105,1002,43085
1105,1002,102092
1108,1002,14024
1108,1002,23092
1108,1002,31652
1108,1002,38077
1108,1002,41065
1108,1002,48007
1108,1002,56465
1108,1002,59795
1108,1002,60072
1108,1002,60111
1108,1002,60600
1108,1002,60840
1108,1002,60881
1108,1002,60961
1108,1002,61158
1108,1002,61606
1108,1002,61728
1108,1002,61769
1108,1002,62037
1108,1002,62120
1108,1002,62491
1108,1002,62615
1108,1002,62698
1108,1002,62780
1108,1002,62832
1108,1002,63838
1108,1002,64885
1108,1002,66964
1108,1002,67008
1108,1002,67096
1108,1002,67141
1108,1002,67273
1108,1002,69619
1108,1002,77129
1108,1002,77601
1108,1002,78088
1108,1002,78439
1108,1002,78536
1108,1002,78575
1108,1002,78614
1108,1002,78692
1108,1002,79743
1108,1002,81086
1108,1002,81820
1108,1002,82083
1108,1002,82186
1108,1002,82225
1108,1002,82266
1108,1002,82286
1108,1002,82307
1108,1002,82345
1108,1002,82746
1108,1002,83307
1108,1002,83389
1108,1002,83430
1108,1002,83442
1108,1002,83802
1108,1002,83945
1108,1002,84174
1108,1002,84280
1108,1002,84406
1108,1002,84487
1108,1002,84490
1108,1002,84993
1108,1002,85118
1108,1002,85537
1108,1002,85545
1108,1002,85757
1108,1002,85842
1108,1002,85885
1108,1002,86097
1108,1002,86769
1108,1002,86898
1108,1002,86985
1108,1002,87501
1108,1002,87932
1108,1002,114698
1108,1002,116264
1108,1002,119545
1108,1002,121324
1108,1002,126882
1108,1002,128038
1108,1002,128410
1112,1002,9880
1112,1002,13545
1112,1002,21534
1112,1002,30202
1112,1002,32458
1112,1002,33091
1112,1002,36667
1112,1002,37137
1112,1002,39678
1112,1002,39984
1112,1002,41087
1112,1002,41090
1112,1002,41125
1112,1002,41962
1112,1002,42366
1112,1002,45662
1112,1002,45813
1112,1002,46895
1112,1002,48173
1112,1002,48679
1112,1002,51956
1112,1002,55787
1112,1002,55836
1112,1002,56701
1112,1002,57445
1112,1002,57776
1112,1002,64725
1112,1002,64841
1112,1002,65176
1112,1002,71094
1112,1002,76620
1112,1002,79369
1112,1002,82292
1112,1002,84856
1112,1002,99163
1112,1002,115843
1175,1002,78965
1180,1002,11371
1180,1002,13632
1180,1002,13988
1180,1002,14066
1180,1002,17787
1180,1002,18732
1180,1002,19715
1180,1002,20446
1180,1002,21989
1180,1002,22396
1180,1002,23953
1180,1002,24457
1180,1002,26791
1180,1002,27825
1180,1002,28571
1180,1002,28985
1180,1002,29723
1180,1002,31098
